model,dynamic,formula,alorithm,bound,encoding_size,encoding_time,smt_solving_time,model_checking_result
thermo,polynomial,f1,old,8,120059,0.014272788,21.93509345,no counterexample
thermo,polynomial,f1,old,10,182343,0.019341432,25.57372202,no counterexample
thermo,polynomial,f1,old,12,265011,0.024170717,30.24062639,no counterexample
thermo,polynomial,f1,old,14,371519,0.029681614,36.1836831,no counterexample
thermo,polynomial,f1,old,16,505323,0.091011877,43.79488819,no counterexample
thermo,polynomial,f1,old,18,669879,0.043635308,53.2826026,no counterexample
thermo,polynomial,f1,old,20,868643,0.112210767,64.49362473,no counterexample
thermo,polynomial,f2,old,2,34075,0.003792604,2.057083387,no counterexample
thermo,polynomial,f3,old,2,88535,0.030502134,37.09035972,counterexample found
thermo,polynomial,f4,old,2,88475,0.045454356,76.33551819,counterexample found
battery,polynomial,f1,old,2,17618,0.004734428,1.090973946,no counterexample
battery,polynomial,f1,old,4,37650,0.008225072,2.880929404,no counterexample
battery,polynomial,f1,old,6,67698,0.01232422,4.166444332,no counterexample
battery,polynomial,f1,old,8,111218,0.017003172,21.67490165,no counterexample
battery,polynomial,f1,old,10,171666,0.050673511,25.39585842,no counterexample
battery,polynomial,f1,old,12,252498,0.029720983,30.34920696,no counterexample
battery,polynomial,f1,old,18,651858,0.115496311,9525.883888,no counterexample
battery,polynomial,f2,old,2,14186,0.005933881,1.438700958,no counterexample
battery,polynomial,f2,old,4,32120,0.038858346,19.0244674,no counterexample
battery,polynomial,f2,old,6,60214,0.031503267,22.18144945,no counterexample
battery,polynomial,f2,old,8,101924,0.053696873,26.06863888,no counterexample
battery,polynomial,f2,old,10,160706,0.161786694,43.96888714,no counterexample
battery,polynomial,f2,old,12,240016,0.154903626,47.38426903,no counterexample
battery,polynomial,f2,old,14,343310,0.076122661,49.2178273,no counterexample
battery,polynomial,f2,old,16,474044,0.101313192,59.45897355,no counterexample
battery,polynomial,f2,old,18,635674,0.126904634,80.04848528,no counterexample
battery,polynomial,f2,old,20,831656,0.229101798,90.66114772,no counterexample
battery,polynomial,f3,old,2,88597,0.016771799,825.4318144,counterexample found
battery,polynomial,f4,old,2,129863,0.017802733,22.61046141,no counterexample
battery,polynomial,f4,old,4,435491,0.066533601,40.53916494,no counterexample
battery,polynomial,f4,old,6,1029343,0.090993348,75.9007428,no counterexample
battery,polynomial,f4,old,8,2008187,0.17662155,134.9047793,no counterexample
